survey_id,project,survey_type,category,geography,field_date,sample_n,question_count,platform,primary_raw_file_id,raw_file,recovery_status,reuse_value,families,answer_types,notes
survey_0f42d1ee9d1e,Городской__7aDQjhG5R6vMEWk4xG9ooX_2026-6-4.xlsx,B2C Choice,unknown,,,140,9,XLSX,raw_0064,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Городской__7aDQjhG5R6vMEWk4xG9ooX_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_6809899f2adc,Юнифарм_8QaYzvG5KVMaqPWmXtiSzq_2026-6-4.xlsx,B2C Choice,unknown,,,509,9,XLSX,raw_0065,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Юнифарм_8QaYzvG5KVMaqPWmXtiSzq_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_1836c93a275c,ГВ_XLshbx88jBFVqyRev1tkAT_2026-6-4.xlsx,B2C Choice,unknown,,,276,9,XLSX,raw_0066,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::ГВ_XLshbx88jBFVqyRev1tkAT_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_51513f63bd0d,Опрос_про__AQf3X1AvA3u9nm9n9Jk5oS_2026-6-4.xlsx,B2C Choice,unknown,,,449,9,XLSX,raw_0067,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Опрос_про__AQf3X1AvA3u9nm9n9Jk5oS_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_601164609f05,Опрос_про__WcJKowZyTakRasE2FoY9m8_2026-6-4.xlsx,B2C Choice,unknown,,,799,9,XLSX,raw_0068,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Опрос_про__WcJKowZyTakRasE2FoY9m8_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_5fb8b30e786e,Опрос_не_к_GhTMGvMb3z2XP7isUPbot2_2026-6-4.xlsx,B2C Choice,unknown,,,609,9,XLSX,raw_0069,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Опрос_не_к_GhTMGvMb3z2XP7isUPbot2_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_307f49ac1f65,Продвинуты_DUAH8hoo936Fncy4XMs7mk_2026-6-4.xlsx,B2C Choice,unknown,,,186,9,XLSX,raw_0070,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Продвинуты_DUAH8hoo936Fncy4XMs7mk_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_46fa5143e469,Охана_НКЛ_D3cRDN3HwAHx8Gv2HvhVJS_2026-6-4.xlsx,B2C Choice,unknown,,,588,9,XLSX,raw_0071,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Охана_НКЛ_D3cRDN3HwAHx8Gv2HvhVJS_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:1;multi:1,
survey_4f9ab6dc0b1a,Опрос_клие_9rjuLbRvMeKod2GTCN4mQp_2026-6-4.xlsx,B2C Choice,unknown,,,259,9,XLSX,raw_0072,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Опрос_клие_9rjuLbRvMeKod2GTCN4mQp_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_4e66d996c59d,Опрос_Лайф_D5qHjrMkppg4TUUBpJ4E8t_2026-6-4.xlsx,B2C Choice,unknown,,,251,9,XLSX,raw_0073,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Опрос_Лайф_D5qHjrMkppg4TUUBpJ4E8t_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_521753d868fd,ДЗОРТ_WEeKu5t9mFqEk8Vpq5vbRz_2026-6-4.xlsx,B2C Choice,unknown,,,108,9,XLSX,raw_0074,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::ДЗОРТ_WEeKu5t9mFqEk8Vpq5vbRz_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_7e010903b205,Восточка.__DTfKvM8GXSCPdf3xhMhqis_2026-6-4.xlsx,B2C Choice,food/FMCG,,,309,9,XLSX,raw_0075,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::Восточка.__DTfKvM8GXSCPdf3xhMhqis_2026-6-4.xlsx,verified,high,other:9,numeric:5;single:2;open:2,
survey_68840b6668bb,БК._Анкета_4WbEKH65Qzgwtu151AGFEr_2026-6-4.xlsx,B2C Choice,unknown,,,210,9,XLSX,raw_0076,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::БК._Анкета_4WbEKH65Qzgwtu151AGFEr_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_906c5f52b6c1,БК._Анкета_9qvwnKohnc7AMD59uSSzdD_2026-6-4.xlsx,B2C Choice,unknown,,,210,9,XLSX,raw_0077,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::БК._Анкета_9qvwnKohnc7AMD59uSSzdD_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
survey_a3276b5db7f7,МРТЦ._Анке_EBnohQhjxKNiEmM8aoSUv2_2026-6-4.xlsx,B2C Choice,unknown,,,233,9,XLSX,raw_0078,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/Archive 2.zip::МРТЦ._Анке_EBnohQhjxKNiEmM8aoSUv2_2026-6-4.xlsx,verified,medium,other:9,numeric:5;single:2;open:2,
tally_meYdEl,Исследование рынка лакокрасочных материалов в Таджикистане,B2C Choice,construction/materials,,,125,20,Tally,raw_0096,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Исследование рынка лакокрасочных материалов в Таджикистане [meYdEl].csv,partly_reconstructed,medium,other:20,multi:9;single:8;matrix:3,incremental_ingest_2026-06-04
tally_mY0xx0,Опрос сотрудников Банка Хлынов,EVP Employer,HR/EVP,,,158,25,Tally,raw_0097,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Опрос сотрудников Банка Хлынов [mY0xx0].csv,partly_reconstructed,medium,WTP:8;demographics:7;other:4;factor:4;scenario:1;open:1,matrix:12;single:10;open:2;multi:1,incremental_ingest_2026-06-04
tally_3j7rV9,Анкетирование сотрудников _АКМЭ_ Внешняя анкета по опросу,EVP Employer,HR/EVP,,,186,26,Tally,raw_0098,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкетирование сотрудников _АКМЭ_ Внешняя анкета по опросу [3j7rV9].csv,partly_reconstructed,medium,demographics:10;other:7;factor:4;screening:3;barrier:1;WTP:1,single:10;open:7;multi:7;numeric:2,incremental_ingest_2026-06-04
tally_n9o2V4,Анкета для количественного исследования предпочтений в выборе косметологического,B2C Choice,healthcare,,,141,9,Tally,raw_0099,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [n9o2V4].csv,partly_reconstructed,medium,demographics:3;factor:3;open:2;other:1,single:7;matrix:2,incremental_ingest_2026-06-04
tally_mOP1vk,ИЗТТ. Внутренний опрос.,Internal Employee,HR/EVP,,,193,29,Tally,raw_0100,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/ИЗТТ. Внутренний опрос. [mOP1vk].csv,partly_reconstructed,medium,demographics:8;factor:8;WTP:7;other:4;open:1;scenario:1,matrix:15;single:11;open:2;numeric:1,incremental_ingest_2026-06-04
tally_3jkA86,Анкета для количественного исследования предпочтений в выборе косметологического,B2C Choice,healthcare,,,140,6,Tally,raw_0101,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [3jkA86].csv,partly_reconstructed,medium,other:6,single:4;matrix:2,incremental_ingest_2026-06-04
tally_wok6Nb,Анкета о предпочтениях в выборе SPA комплекса в ОАЭ (Англ),B2C Choice,fitness/wellness,,,137,33,Tally,raw_0102,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ (Англ) [wok6Nb].csv,partly_reconstructed,medium,other:33,single:12;multi:11;open:4;unknown:3;matrix:3,incremental_ingest_2026-06-04
tally_xXdNZJ,Анкета для опроса текущих и потенциальных клиентов «Второй»,B2C Choice,food/FMCG,,,163,31,Tally,raw_0103,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета для опроса текущих и потенциальных клиентов «Второй» [xXdNZJ].csv,partly_reconstructed,medium,other:11;WTP:4;behavior:3;screening:2;scenario:2;frequency:2;barrier:2;factor:2;demographics:2;awareness:1,single:14;multi:8;open:5;unknown:3;matrix:1,incremental_ingest_2026-06-04
tally_w7KMxA,Опрос_ бренд работодателя,EVP Employer,HR/EVP,,,120,13,Tally,raw_0104,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Опрос_ бренд работодателя [w7KMxA].csv,partly_reconstructed,medium,other:6;demographics:4;open:1;factor:1;trust:1,open:6;single:5;multi:1;matrix:1,incremental_ingest_2026-06-04
tally_mV81Wj,Анкета количественного исследования для ГРФ (клиенты),B2C Choice,fitness/wellness,,,200,39,Tally,raw_0105,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета количественного исследования для ГРФ (клиенты) [mV81Wj].csv,partly_reconstructed,high,other:9;behavior:7;demographics:6;scenario:5;WTP:3;factor:2;awareness:2;channel:2;open:2;screening:1,open:16;single:14;multi:6;matrix:2;numeric:1,incremental_ingest_2026-06-04
tally_wQYN7k,Анкетирование сотрудников _АКМЭ_,EVP Employer,HR/EVP,,,186,45,Tally,raw_0106,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкетирование сотрудников _АКМЭ_ [wQYN7k].csv,partly_reconstructed,medium,other:22;factor:9;demographics:8;screening:2;scenario:2;barrier:1;awareness:1,open:19;multi:14;single:9;numeric:2;matrix:1,incremental_ingest_2026-06-04
tally_w72OQ0,Анкета Бани ОАЭ (на РУС),B2C Choice,fitness/wellness,,,126,56,Tally,raw_0107,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета Бани ОАЭ (на РУС) [w72OQ0].csv,partly_reconstructed,medium,other:35;behavior:8;demographics:3;channel:3;frequency:2;WTP:2;scenario:1;barrier:1;factor:1,single:19;matrix:14;multi:12;open:8;unknown:3,incremental_ingest_2026-06-04
tally_nrVLRL,Анкета для опроса _Альтмед+_ анкета клиентов,B2C Choice,healthcare,,,177,48,Tally,raw_0108,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета для опроса _Альтмед+_ анкета клиентов [nrVLRL].csv,partly_reconstructed,medium,demographics:17;behavior:7;other:6;scenario:5;factor:5;frequency:4;barrier:2;screening:1;awareness:1,multi:20;single:12;open:10;matrix:4;numeric:1;unknown:1,incremental_ingest_2026-06-04
tally_wgkbBK,Анкета о предпочтениях в выборе SPA комплекса в ОАЭ (Арабский),B2C Choice,fitness/wellness,,,141,35,Tally,raw_0109,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ (Арабский) [wgkbBK].csv,partly_reconstructed,medium,other:35,single:11;multi:10;unknown:7;open:4;matrix:3,incremental_ingest_2026-06-04
tally_w2xJ1V,Анкета для количественного исследования Свобода движения,B2C Choice,healthcare,,,119,56,Tally,raw_0110,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета для количественного исследования Свобода движения [w2xJ1V].csv,partly_reconstructed,medium,other:30;WTP:7;factor:7;barrier:4;scenario:2;behavior:2;demographics:2;open:1;frequency:1,single:26;multi:19;numeric:6;open:3;matrix:2,incremental_ingest_2026-06-04
tally_nrorkp,(ДЖУГ клиенты) Исследование опыта участников IT-конференций,Event Conference,event/conference,,,167,47,Tally,raw_0111,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/(ДЖУГ клиенты) Исследование опыта участников IT-конференций [nrorkp].csv,unreliable,medium,other:25;barrier:4;behavior:3;demographics:3;frequency:3;consideration:2;factor:2;awareness:2;scenario:1;channel:1;open:1,single:17;multi:16;open:10;matrix:3;unknown:1,incremental_ingest_2026-06-04
tally_wd7Ojy,Анкета онлайн опроса для клиентов Восточки по доставке,B2C Choice,food/FMCG,,,151,27,Tally,raw_0112,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета онлайн опроса для клиентов Восточки по доставке [wd7Ojy].csv,partly_reconstructed,medium,other:10;scenario:4;frequency:3;demographics:3;WTP:2;barrier:2;factor:1;behavior:1;switching:1,multi:15;single:5;open:3;numeric:2;matrix:2,incremental_ingest_2026-06-04
tally_311M4Q,ПВ. Исследование потребностей мастеров,B2B2C,construction/materials,,,120,81,Tally,raw_0113,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/ПВ. Исследование потребностей мастеров [311M4Q].csv,partly_reconstructed,medium,awareness:15;demographics:12;other:9;factor:8;behavior:7;channel:6;frequency:6;WTP:5;scenario:4;barrier:4;trust:3;open:2,multi:50;single:13;open:8;matrix:7;unknown:3,incremental_ingest_2026-06-04
tally_EkPbkr,Уйде. Анкета 2026,B2C Choice,food/FMCG,,,126,47,Tally,raw_0114,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Уйде. Анкета 2026 [EkPbkr].csv,partly_reconstructed,medium,other:22;WTP:9;scenario:4;demographics:4;behavior:3;barrier:2;frequency:1;awareness:1;screening:1,single:24;open:12;multi:9;unknown:2,incremental_ingest_2026-06-04
tally_wQg7B1,Опрос _Фитнесс формула — напитки с полезными добавками и кофе_,B2C Choice,food/FMCG,,,150,30,Tally,raw_0115,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Опрос _Фитнесс формула — напитки с полезными добавками и кофе_ [wQg7B1].csv,partly_reconstructed,medium,demographics:16;other:8;channel:3;screening:1;trust:1;awareness:1,multi:13;matrix:9;single:8,incremental_ingest_2026-06-04
tally_3Xq28g,Сибагро. Опрос внешний (Кемерово),EVP Employer,HR/EVP,,,133,16,Tally,raw_0116,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Сибагро. Опрос внешний (Кемерово) [3Xq28g].csv,partly_reconstructed,medium,other:6;demographics:6;factor:1;screening:1;consideration:1;barrier:1,single:7;open:6;numeric:1;multi:1;matrix:1,incremental_ingest_2026-06-04
tally_wAjG2l,Анкета для количественного исследования предпочтений в выборе косметологического,B2C Choice,healthcare,,,139,6,Tally,raw_0117,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [wAjG2l].csv,partly_reconstructed,medium,other:6,single:4;matrix:2,incremental_ingest_2026-06-04
tally_wMajBk,Опрос для клиентов “Доктор Борменталь”,B2C Choice,healthcare,,,151,52,Tally,raw_0118,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Опрос для клиентов “Доктор Борменталь” [wMajBk].csv,partly_reconstructed,medium,other:19;demographics:14;factor:7;open:5;barrier:2;behavior:1;channel:1;scenario:1;frequency:1;WTP:1,open:21;single:13;multi:7;numeric:6;matrix:5,incremental_ingest_2026-06-04
tally_wQ0kPl,Анкета о предпочтениях в выборе мучных изделий,B2C Choice,food/FMCG,,,114,38,Tally,raw_0119,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета о предпочтениях в выборе мучных изделий [wQ0kPl].csv,partly_reconstructed,medium,other:11;demographics:8;behavior:6;factor:4;WTP:2;scenario:2;channel:2;trust:1;frequency:1;open:1,matrix:14;single:13;multi:6;open:5,incremental_ingest_2026-06-04
tally_mBdjeR,Анкета для жителей города,B2C Choice,home/electronics,,,128,23,Tally,raw_0120,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета для жителей города [mBdjeR].csv,partly_reconstructed,medium,channel:10;demographics:7;other:4;factor:2,open:9;single:6;matrix:3;multi:2;numeric:2;unknown:1,incremental_ingest_2026-06-04
tally_mO0Gxg,Опрос про автомобили (Воронеж),B2C Choice,auto/mobility,,,194,57,Tally,raw_0121,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Опрос про автомобили (Воронеж) [mO0Gxg].csv,unreliable,medium,other:33;demographics:9;factor:5;WTP:3;behavior:3;awareness:2;open:2,single:44;multi:6;matrix:5;numeric:1;open:1,incremental_ingest_2026-06-04
tally_mVbAdJ,Анкета о предпочтениях в выборе SPA комплекса в ОАЭ,Event Conference,event/conference,,,142,32,Tally,raw_0122,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip::New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ [mVbAdJ].csv,partly_reconstructed,medium,demographics:11;other:6;factor:5;open:3;channel:2;WTP:2;screening:1;frequency:1;barrier:1,single:11;multi:11;open:5;matrix:3;unknown:2,incremental_ingest_2026-06-04
tally_mR5L8p,Главстрой Санкт-Петербург. Внутренний опрос. (Юнтово),Internal Employee,HR/EVP,,,23,30,Tally,raw_0123,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Главстрой Санкт-Петербург. Внутренний опрос. (Юнтово) [mR5L8p].csv,partly_reconstructed,low,demographics:8;WTP:8;factor:7;other:5;open:1;scenario:1,single:14;matrix:14;multi:1;numeric:1,incremental_ingest_2026-06-04_2
tally_GxKD0e,Анкета для оценки качества стоматологических услуг клиники _Доктор Гудман_,B2C Choice,healthcare,,,24,31,Tally,raw_0124,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета для оценки качества стоматологических услуг клиники _Доктор Гудман_ [GxKD0e].csv,partly_reconstructed,low,other:10;behavior:5;demographics:5;barrier:4;factor:2;trust:2;frequency:1;awareness:1;scenario:1,multi:13;single:13;open:2;unknown:1;matrix:1;numeric:1,incremental_ingest_2026-06-04_2
tally_Zj8dZ5,Опрос о выборе и эксплуатации дымоходов,B2C Choice,home/electronics,,,1,36,Tally,raw_0125,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос о выборе и эксплуатации дымоходов [Zj8dZ5].csv,partly_reconstructed,low,demographics:11;other:11;factor:3;scenario:2;WTP:2;screening:2;awareness:2;behavior:1;channel:1;switching:1,single:25;multi:5;numeric:4;matrix:2,incremental_ingest_2026-06-04_2
tally_m6jGbB,Исследование рынка строительных материалов,B2C Choice,construction/materials,,,8,29,Tally,raw_0126,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование рынка строительных материалов [m6jGbB].csv,unreliable,low,other:29,single:25;unknown:3;multi:1,incremental_ingest_2026-06-04_2
tally_w2k0VA,Исследование факторов выбора частного детского сада,B2C Choice,education,,,55,64,Tally,raw_0127,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование факторов выбора частного детского сада [w2k0VA].csv,unreliable,medium,other:32;demographics:12;behavior:3;barrier:3;WTP:3;open:2;scenario:2;awareness:2;channel:2;factor:2;frequency:1,single:50;multi:7;numeric:3;unknown:2;matrix:1;open:1,incremental_ingest_2026-06-04_2
tally_mYdZAd,[ENG] Anonymous research on factors influencing the choice of private kindergart,B2C Choice,education,,,1,64,Tally,raw_0128,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/[ENG] Anonymous research on factors influencing the choice of private kindergart [mYdZAd].csv,unreliable,low,other:64,single:31;unknown:23;multi:6;numeric:3;matrix:1,incremental_ingest_2026-06-04_2
tally_n9o71Y,Опрос клиентов_ Количественное исследование предпочтений и факторов выбора при о,B2C Choice,finance,,,8,44,Tally,raw_0129,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос клиентов_ Количественное исследование предпочтений и факторов выбора при о [n9o71Y].csv,partly_reconstructed,low,other:12;channel:10;demographics:10;scenario:4;behavior:2;frequency:2;factor:1;WTP:1;trust:1;consideration:1,single:27;multi:8;unknown:4;matrix:3;numeric:1;open:1,incremental_ingest_2026-06-04_2
tally_3XKa5d,ПВ. Интервью ОЕМ,B2B2C,auto/mobility,,,6,26,Tally,raw_0130,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/ПВ. Интервью ОЕМ [3XKa5d].csv,verified,low,other:11;channel:3;demographics:3;behavior:2;factor:2;barrier:2;awareness:1;switching:1;trust:1,single:25;numeric:1,incremental_ingest_2026-06-04_2
tally_mV8ZEj,Xususiy maktab tanlash omillarini o'rganish (UZB),B2C Choice,education,,,9,64,Tally,raw_0131,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Xususiy maktab tanlash omillarini o'rganish (UZB) [mV8ZEj].csv,unreliable,low,other:64,single:35;unknown:19;multi:6;numeric:3;matrix:1,incremental_ingest_2026-06-04_2
tally_wvP1zl,Опрос-исследование о предпочтениях в выборе хоккейных клюшек,Event Conference,event/conference,,,26,52,Tally,raw_0132,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование о предпочтениях в выборе хоккейных клюшек [wvP1zl].csv,partly_reconstructed,low,open:16;other:15;demographics:6;factor:4;frequency:2;WTP:2;barrier:2;behavior:2;channel:2;awareness:1,single:17;open:17;multi:15;unknown:1;matrix:1;numeric:1,incremental_ingest_2026-06-04_2
tally_w4rkpO,Главстрой Санкт-Петербург. Внутренний опрос. (плохой вариант),Internal Employee,HR/EVP,,,4,60,Tally,raw_0133,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Главстрой Санкт-Петербург. Внутренний опрос. (плохой вариант) [w4rkpO].csv,verified,low,other:37;demographics:9;WTP:4;switching:4;trust:2;open:1;channel:1;factor:1;scenario:1,numeric:41;single:14;unknown:4;multi:1,incremental_ingest_2026-06-04_2
tally_w4PRBA,Исследование потребностей водителей,B2C Choice,auto/mobility,,,1,9,Tally,raw_0134,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование потребностей водителей [w4PRBA].csv,verified,low,other:6;factor:1;behavior:1;demographics:1,single:9,incremental_ingest_2026-06-04_2
tally_mV8NjM,Thermex. Sondaggio interno (Italia),B2C Choice,unknown,,,6,26,Tally,raw_0135,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Thermex. Sondaggio interno (Italia) [mV8NjM].csv,partly_reconstructed,low,other:26,single:13;matrix:12;numeric:1,incremental_ingest_2026-06-04_2
tally_wA8jKB,Thermex. 内部调查问卷。,B2C Choice,unknown,,,26,25,Tally,raw_0136,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Thermex. 内部调查问卷。 [wA8jKB].csv,partly_reconstructed,low,other:25,matrix:12;single:11;multi:1;numeric:1,incremental_ingest_2026-06-04_2
tally_w4p4er,Исследование потребительских предпочтений и факторов выбора при оформлении займо,B2C Choice,finance,,,2,45,Tally,raw_0137,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование потребительских предпочтений и факторов выбора при оформлении займо [w4p4er].csv,partly_reconstructed,low,other:13;demographics:10;channel:9;scenario:4;behavior:3;frequency:2;factor:1;WTP:1;trust:1;consideration:1,single:24;unknown:13;multi:4;matrix:3;numeric:1,incremental_ingest_2026-06-04_2
tally_wLYGqJ,"Currency Exchange Survey, Türkiye",B2C Choice,finance,,,103,70,Tally,raw_0138,"/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Currency Exchange Survey, Türkiye [wLYGqJ].csv",partly_reconstructed,medium,other:70,numeric:39;multi:13;unknown:12;single:6,incremental_ingest_2026-06-04_2
tally_w2x8WM,Анкета текущих клиентов бара _Уйде_ в Астане,Event Conference,event/conference,,,82,38,Tally,raw_0139,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета текущих клиентов бара _Уйде_ в Астане [w2x8WM].csv,partly_reconstructed,medium,other:17;demographics:4;scenario:3;WTP:3;frequency:2;channel:2;factor:2;behavior:2;barrier:2;awareness:1,single:13;open:13;matrix:7;multi:4;unknown:1,incremental_ingest_2026-06-04_2
tally_mJ0X24,Анкета количественного исследования для ГРФ (неклиенты),B2C Choice,healthcare,,,1,37,Tally,raw_0140,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета количественного исследования для ГРФ (неклиенты) [mJ0X24].csv,partly_reconstructed,low,other:12;scenario:5;demographics:5;behavior:4;WTP:3;factor:3;screening:2;open:1;awareness:1;channel:1,single:25;multi:4;unknown:4;matrix:2;numeric:1;open:1,incremental_ingest_2026-06-04_2
tally_w2MeOg,Исследование потребностей клиентов марафона,B2C Choice,food/FMCG,,,36,57,Tally,raw_0141,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование потребностей клиентов марафона [w2MeOg].csv,partly_reconstructed,low,other:30;demographics:9;factor:4;trust:3;WTP:3;consideration:2;screening:2;barrier:2;scenario:1;awareness:1,single:22;multi:15;numeric:14;open:5;matrix:1,incremental_ingest_2026-06-04_2
