issue_id,survey_id,question_id,issue_type,severity,description,action
ri_b6e02f3bce58,tally_wkYYpR,q_b6e02f3bce58,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_4ca485afc1a2,tally_wkYYpR,q_4ca485afc1a2,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_189dd727a04f,tally_wkYYpR,q_189dd727a04f,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_a2e8e112ca7c,tally_wkYYpR,q_a2e8e112ca7c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_46df7ab50ea1,tally_wkYYpR,q_46df7ab50ea1,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_23ef9ab7c0d3,tally_wkYYpR,q_23ef9ab7c0d3,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_d7c2afd87513,tally_wkYYpR,q_d7c2afd87513,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ddb5be98ac02,tally_wkYYpR,q_ddb5be98ac02,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e8778a1ae628,tally_wkYYpR,q_e8778a1ae628,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_88e2ac1f87b6,tally_wkYYpR,q_88e2ac1f87b6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_61eb0f9a7b5c,tally_wkYYpR,q_61eb0f9a7b5c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_505bc9b03238,tally_wkYYpR,q_505bc9b03238,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_079b7eb7ab43,tally_wkYYpR,q_079b7eb7ab43,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_88180bb592c0,tally_wkYYpR,q_88180bb592c0,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_478dd4840600,tally_wkYYpR,q_478dd4840600,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_970e2f98e4b6,tally_wkYYpR,q_970e2f98e4b6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_4530098b45df,tally_wkYYpR,q_4530098b45df,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ccd54f92a769,tally_wkYYpR,q_ccd54f92a769,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_72576cd226ce,tally_wkYYpR,q_72576cd226ce,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_77331eec5383,tally_wkYYpR,q_77331eec5383,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_2922504077ec,tally_wkYYpR,q_2922504077ec,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_8caca327a5fc,tally_wkYYpR,q_8caca327a5fc,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_08ff08c93b7b,tally_wkYYpR,q_08ff08c93b7b,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_41efbf4a79b4,tally_wkYYpR,q_41efbf4a79b4,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e5c3e2715368,tally_wkYYpR,q_e5c3e2715368,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_55619baa314b,tally_wkYYpR,q_55619baa314b,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5f8e718768af,tally_wkYYpR,q_5f8e718768af,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_2b0f0c9704f3,tally_wkYYpR,q_2b0f0c9704f3,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3f2abf96d457,tally_wkYYpR,q_3f2abf96d457,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c4e04009c94f,tally_wkYYpR,q_c4e04009c94f,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e5adee550509,tally_wkYYpR,q_e5adee550509,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3beae52e8ebf,tally_wkYYpR,q_3beae52e8ebf,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_45e5e67eb8f2,tally_wkYYpR,q_45e5e67eb8f2,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_225951910346,tally_wkYYpR,q_225951910346,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_7474e828dd06,tally_wkYYpR,q_7474e828dd06,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_78d3df888ac6,tally_wkYYpR,q_78d3df888ac6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ed39e98cbc47,tally_wkYYpR,q_ed39e98cbc47,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b3f382dc7c7c,tally_wkYYpR,q_b3f382dc7c7c,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_adaed09266cf,tally_wkYYpR,q_adaed09266cf,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3dbc1e84e1fd,tally_wkYYpR,q_3dbc1e84e1fd,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c50970a45700,tally_31egdp,q_c50970a45700,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_3e737c268c73,tally_31egdp,q_3e737c268c73,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_3b73424610ab,tally_31egdp,q_3b73424610ab,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_8bf9561cf2cd,tally_31egdp,q_8bf9561cf2cd,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_0ebc62014ed8,tally_31egdp,q_0ebc62014ed8,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_d79528345edc,tally_31egdp,q_d79528345edc,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_16511a63ab3d,tally_31egdp,q_16511a63ab3d,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_39fa99ba6f3a,tally_31egdp,q_39fa99ba6f3a,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_52a22902ffcb,tally_31egdp,q_52a22902ffcb,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_8e20694c3847,tally_31egdp,q_8e20694c3847,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_65687b2e8419,tally_3ENlQo,q_65687b2e8419,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_ac3b9e2567a9,tally_3ENlQo,q_ac3b9e2567a9,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ab84b3c5207a,tally_3ENlQo,q_ab84b3c5207a,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_ff306bd145c1,tally_3ENlQo,q_ff306bd145c1,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_882189bdeb2f,tally_3ENlQo,q_882189bdeb2f,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5fbe84f81194,tally_3ENlQo,q_5fbe84f81194,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_03238e16b654,tally_3ENlQo,q_03238e16b654,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_0d043fc5f35c,tally_mBBxqQ,q_0d043fc5f35c,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_b8254c213f54,tally_mBBxqQ,q_b8254c213f54,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_f3928e11aa43,tally_mBBxqQ,q_f3928e11aa43,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_33b9afa49d65,tally_mBBxqQ,q_33b9afa49d65,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_5c5bfd1c8649,tally_mBBxqQ,q_5c5bfd1c8649,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d6b28cf3be62,tally_mBBxqQ,q_d6b28cf3be62,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_688ef5a4e0a1,tally_mBBxqQ,q_688ef5a4e0a1,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_829770be9f93,tally_mBBxqQ,q_829770be9f93,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_748ff081e3d4,tally_mBBxqQ,q_748ff081e3d4,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_f4d3f427f239,tally_mBBxqQ,q_f4d3f427f239,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_af04b211add2,tally_mBBxqQ,q_af04b211add2,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_76f8ff472b27,tally_mBBxqQ,q_76f8ff472b27,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d4e9a5274ac8,tally_woXJlV,q_d4e9a5274ac8,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_31c492f8833c,tally_woXJlV,q_31c492f8833c,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_1d002812b0e2,tally_woXJlV,q_1d002812b0e2,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_e5068f0e90b8,tally_woXJlV,q_e5068f0e90b8,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_31c7ecd74377,tally_woXJlV,q_31c7ecd74377,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_ca3b4e2f3314,tally_woXJlV,q_ca3b4e2f3314,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_89e2d00d0711,tally_woXJlV,q_89e2d00d0711,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b160b463e56e,tally_woXJlV,q_b160b463e56e,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_c491f231174f,tally_woXJlV,q_c491f231174f,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_729b4032be33,tally_woXJlV,q_729b4032be33,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_2fbfc504a13b,tally_woXJlV,q_2fbfc504a13b,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_04868ecb7d13,tally_woXJlV,q_04868ecb7d13,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_2fb091ca37f2,tally_woXJlV,q_2fb091ca37f2,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_792bee5b981d,tally_3XVBRO,q_792bee5b981d,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_cb8e5f3a3cda,tally_3XVBRO,q_cb8e5f3a3cda,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_4c3e2e3039d7,tally_3XVBRO,q_4c3e2e3039d7,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_24a1d9fbfc22,tally_3XVBRO,q_24a1d9fbfc22,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_54ad9135beaf,tally_3XVBRO,q_54ad9135beaf,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b7011d9e7655,tally_3XVBRO,q_b7011d9e7655,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_56ff81d5701c,tally_3XVBRO,q_56ff81d5701c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_129ee7dd01c0,tally_3XVBRO,q_129ee7dd01c0,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_36bf94667e7d,tally_3XVBRO,q_36bf94667e7d,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_55915941c841,tally_3XVBRO,q_55915941c841,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c433e6e3ba51,tally_3XVBRO,q_c433e6e3ba51,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3fec9004105f,tally_3XVBRO,q_3fec9004105f,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_358aa2080e65,tally_3XVBRO,q_358aa2080e65,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_2e2fa9ed2380,tally_3XVBRO,q_2e2fa9ed2380,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_abd3966c2f89,tally_3XVBRO,q_abd3966c2f89,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_77aaded2582a,tally_3XVBRO,q_77aaded2582a,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_960194e8c6fa,tally_3XVBRO,q_960194e8c6fa,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b98a28bb3dda,tally_3XVBRO,q_b98a28bb3dda,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c75ad703d5cc,tally_3XVBRO,q_c75ad703d5cc,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_36e6694f6526,tally_mJ0A4r,q_36e6694f6526,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_54e86bee1bb8,tally_mJ0A4r,q_54e86bee1bb8,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_fb5e85a055f1,tally_mJ0A4r,q_fb5e85a055f1,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3face5b317a0,tally_mJ0A4r,q_3face5b317a0,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_21cf8f920bac,tally_mJ0A4r,q_21cf8f920bac,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5870452fed3b,tally_mJ0A4r,q_5870452fed3b,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5e0ea33f3a88,tally_mJ0A4r,q_5e0ea33f3a88,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_1d995662cbc8,tally_mJ0A4r,q_1d995662cbc8,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ccaf66bc60a9,tally_mJ0A4r,q_ccaf66bc60a9,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_81851f45fd8c,tally_mJ0A4r,q_81851f45fd8c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_8e1af4ab4cb5,tally_mJ0A4r,q_8e1af4ab4cb5,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_9a558a35ed2d,tally_mJ0A4r,q_9a558a35ed2d,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_bb2fae0eebb8,tally_mJ0A4r,q_bb2fae0eebb8,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d49dcb54990a,tally_mJ0A4r,q_d49dcb54990a,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e1f8d2d548a0,tally_mJ0A4r,q_e1f8d2d548a0,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_96a383b4e8fd,tally_mJ0A4r,q_96a383b4e8fd,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_785953caa557,tally_mJ0A4r,q_785953caa557,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_a9ab498d7b98,tally_mJ0A4r,q_a9ab498d7b98,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3fd6dc3e67e1,tally_mJ0A4r,q_3fd6dc3e67e1,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_f7b48a276f3a,tally_mJ0A4r,q_f7b48a276f3a,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_79f1ec9682a1,tally_mJ0A4r,q_79f1ec9682a1,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_778d02a4eadb,tally_mJ0A4r,q_778d02a4eadb,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3b8ca125e1c3,tally_mJ0A4r,q_3b8ca125e1c3,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_9ed5f8ec7391,tally_mJ0A4r,q_9ed5f8ec7391,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_e15292c668ce,tally_mJ0A4r,q_e15292c668ce,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_e2245a3edfbd,tally_3Ele0q,q_e2245a3edfbd,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_9ff42c6435e2,tally_3Ele0q,q_9ff42c6435e2,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_78600e486933,tally_3Ele0q,q_78600e486933,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_569196ae116b,tally_3Ele0q,q_569196ae116b,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_a804f6fe3696,tally_3Ele0q,q_a804f6fe3696,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_a1afe99446c3,tally_3Ele0q,q_a1afe99446c3,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_a614043533e7,tally_3Ele0q,q_a614043533e7,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_bb466ee52dc5,tally_3Ele0q,q_bb466ee52dc5,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_970a644bcbd0,tally_3Ele0q,q_970a644bcbd0,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_12c06e527c7e,tally_3Ele0q,q_12c06e527c7e,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_6179cf1ea730,tally_3Ele0q,q_6179cf1ea730,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_03e5c7d3b05a,tally_3Ele0q,q_03e5c7d3b05a,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_4c53341447d0,tally_3Ele0q,q_4c53341447d0,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_441eef32d561,tally_3Ele0q,q_441eef32d561,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_efa5548552b6,tally_3Ele0q,q_efa5548552b6,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_1df035f8131f,tally_3Ele0q,q_1df035f8131f,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_0c4e46f5e5ef,tally_3Ele0q,q_0c4e46f5e5ef,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_11ec4de0b9df,tally_3Ele0q,q_11ec4de0b9df,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_ad65f78805fc,tally_3Ele0q,q_ad65f78805fc,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d7c0f876eb95,tally_3Ele0q,q_d7c0f876eb95,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_69bd45620d47,tally_3Ele0q,q_69bd45620d47,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_e07e25862ae9,tally_3Ele0q,q_e07e25862ae9,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b3815e843b56,tally_w72GRP,q_b3815e843b56,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_df862119b7ae,tally_w72GRP,q_df862119b7ae,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_4631bf77a005,tally_w72GRP,q_4631bf77a005,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_f18b67c1af35,tally_w72GRP,q_f18b67c1af35,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b2abf7105499,tally_w72GRP,q_b2abf7105499,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_f187eec899b7,tally_w72GRP,q_f187eec899b7,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_a29db6000616,tally_w72GRP,q_a29db6000616,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3e17d016b910,tally_meYdEl,q_3e17d016b910,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_6730b1025ce7,tally_meYdEl,q_6730b1025ce7,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_8c02f2432f03,tally_meYdEl,q_8c02f2432f03,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_9c579519c87f,tally_mY0xx0,q_9c579519c87f,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_1d3c25b564d1,tally_mY0xx0,q_1d3c25b564d1,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_034de2d70b1e,tally_mY0xx0,q_034de2d70b1e,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_8a28634d720a,tally_mY0xx0,q_8a28634d720a,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
